Place,City,Lat,Long,Description
Taman Lapangan Banteng,Jakarta,-6.170555,106.8350378,"Banteng Field, formerly named Waterlooplein (Dutch: plein = field), a field located in Weltevreden, Batavia;Not far from the Jakarta Cathedral Church.At that time, the Banteng Field was known as the Singa Field [1] because in the middle of the Tugu Warning the victory of the battle in Waterloo, with a lion statue on it.The Waterloo battle took place on June 18, 1815 near the city of Waterloo, which is about 15 km to the south of the capital city of Belgium, Brussels.The battle was Napoleon's last battle against the British-Dutch-German joint force.This battle was also recorded in history as a closing from one hundred days since Napoleon's run from his exile on Elba Island.While the Singa Monument was founded during the era of the Japanese army occupation (1942-1945).After Indonesia's independence, its name was changed to the Banteng field.There is a possibility that in ancient times the place that is now a field is inhabited by various kinds of wildlife such as tiger, deer, and bull.When J.P.Coen built the city of Batavia near Muara Ciliwung, the field and his surroundings were still in the form of wilderness which was partly riped.East side on the road to the East Jakarta Banteng Field, there was the Central Jakarta Police Traffic Unit Office."
Taman Ayodya,Jakarta,-6.2452294,106.7946655,"Taman Ayodya, which was once called Taman Barito, is a city park in South Jakarta.This park is located on an area of 7,500 m2, equipped with an artificial pond of 1,500 m2 in the middle. \ Ntaman Ayodya is also equipped with a foothold, chairs, gazebos, pavilion, bathroom, and jogging track. Near this park is a hotel andMarkets such as the Gran Mahakam Hotel, Plaza Blok M, Barito Bird Market, Kebayoran Baru Mall, and Puring Puring Market. \ NTAMAN This is next to the Langsat Park only by crossing the highway."
Museum Sumpah Pemuda,Jakarta,-6.1838388,106.8430507,"The Youth Pledge Museum is a historical museum of the Struggle of Independence of the Republic of Indonesia which is on Jalan Kramat Raya No.106, Central Jakarta and managed by the Ministry of Education and Culture of the Republic of Indonesia.The museum is opened to the public, every Tuesday to Friday from 08.00 to 16.00 UTC+7, every Saturday and Sunday at 08.00-16.00 WIB, and every Monday and national holidays, the museum is closed to the public.Has a collection of photos and objects related to the history of the 1928 Youth Pledge, as well as activities in the Indonesian National Youth Movement.The Youth Pledge Museum was established based on the DKI Jakarta Governor's Decree in 1972 and became a national cultural heritage object."
Museum Tekstil,Jakarta,-6.1879634,106.8096081,"The Textile Love Museum occupies the old building on Jalan K.S.Tubun / Kota Bambu Selatan No.4 Palmerah District, West Jakarta \ n \ n-nagging itself was originally a private home of a French citizen built in the 19th century.Then bought by the Turkish consul named Abdul Azis Almussawi Al Kazimi who settled in Indonesia.Then in 1942 it was sold to Dr.Karel Christian Cruq. \ N During the period of the struggle for Indonesian independence, this building became the headquarters of the People's Security Barisan (BKR) and in 1947 was inhabited by Lie Sion Pin.In 1952 the Ministry of Social Affairs was purchased and on October 25, 1975 handed over to the DKI Jakarta Regional Government which was then inaugurated its use by Ms. Tien Soeharto as a textile museum."
Tugu Proklamasi,Jakarta,-6.2030468,106.8466623,"The Proclamation Monument is the commemoration of the Proclamation of Independence of the Republic of Indonesia which was established in the Proclamation Park Complex on Jalan Proclamation, Central Jakarta.The park is located in the former Sukarno residence on Jalan Pegangsaan Timur 56. The house, has been destroyed, is the location of the reading of the proclamation of independence. In the complex there is also a monument of two large Sukarno-Hatta statues that stand side by side, similar to the photo documentation when the proclamation manuscript for the first timeread.In the middle of two proclaimer statues there is a statue of the proclamation manuscript made of black marble plates, with the arrangement and written shape similar to the original typing manuscript."
Taman Legenda Keong Emas,Jakarta,-6.3039042,106.8936219,"Taman Legend Snail Gold is one of the favorite recreation areas in the East Jakarta area.Located inside the location of Taman Mini Indonesia Indah or TMII, the TMII Golden Snail Legend Park has also become an icon within the largest tourism facility center in Indonesia.Aside from being a recreational means for the whole family, TMII Golden Snail Legend Park also has a vision and mission to educate the community while preserving Indonesian cultural heritage, one of which is through the legend of folklore."
Museum Kebangkitan Nasional,Jakarta,-6.178352,106.838094,"The National Awakening Museum (English: Museum of National Awakening) is a building that was built as a monument of birth and development of national awareness and also the discovery of the first modern movement organization under the name Boedi Oetomo.Before becoming a museum, this building was once a medical school founded by the Netherlands under the name School Tot Opleiding Van Inlandsche Artsen abbreviated as STOVIA or the Bumiputra Doctor School.In its journey, the building always changes functions.The location of the museum is not far from Pasar Senen, precisely on Jalan Abdurrahman Saleh No.26, before the Gatot Subroto Army Hospital, Central Jakarta."
Museum Sasmita Loka Ahmad Yani,Jakarta,-6.2046303,106.8365324,"The Sasmita Loka Ahmad Yani Museum is one of the National Heroes Museums located on Jalan Lembang No.58 and Jalan Leararhari No.65, Central Jakarta, DKI Jakarta, Indonesia.The museum is open to the public from Tuesday to Sunday, from 08:00 to 14:00 WIB.Every Monday the museum is closed to the public."
Museum Basoeki Abdullah,Jakarta,-6.2897885,106.7932681,"Basoeki Abdullah Museum contains paintings and private collections of Basoeki Abdullah such as statues, masks, puppets and weapons.The museum, located in South Jakarta, is managed by the Ministry of Education and Culture.Besides being used for exhibitions, the museum is also used to hold seminars, research, workshops and publish various forms of publications in the form of catalogs, biography, collection of articles and research results."
Museum Layang-layang,Jakarta,-6.3080282,106.790548,"The Kite Museum is a museum located on Jl.H. Kamang No.38, Pondok Labu, South Jakarta.This museum is the first kite museum in Indonesia.The number of kite collections in this museum amounted to 600, but the number continues to grow as new collections from regional and overseas or kite are made by the Museum employees themselves.The kite museum is open every day starting at 09.00-16.00 WIB.The National Holidays of the Kite Museum are closed."
Margasatwa Muara Angke,Jakarta,-6.1160075,106.7692016,"Muara Angke Wildlife Research and Development is a conservation area based on the Indonesian Forestry Minister Decree Number: 097/KPTS-II/1988, February 29, 1998 in the Mangrove Forest Region on the North Coast of Jakarta.Administratively, this area is included in the Kapuk Muara Village, Penjaringan District, North Jakarta Municipality."
Pasar Petak Sembilan,Jakarta,-6.1436722,106.8129398,"Glodok Chinatown, precisely at Petak Sembilan Market, West Jakarta is one of the places that sells a variety of typical Chinese culinary.The area that is mostly inhabited by Chinese people is famous for its typical Chinese culinary sold by many residents.Starting from basket cakes, dodol cakes, to layer cakes are often sold here.With prices ranging from Rp. 30 thousand to RpAccording to sources from the seller, they claimed that the cake sold was imported directly from various regions.Because it comes from different areas, these cakes have their own characteristics."
